3
2000 2472 3708
-0.0374064 0.06818200000000001 0.0114574 
0.0200959 0.137416 0.0535866 
-0.00933429 0.0534493 0.0293124 
0.0332476 0.145623 -0.0259327 
0.0133009 0.153645 -0.0536919 
-0.0373706 0.1335 0.0283305 
-0.0377906 0.0935758 0.0148141 
-0.036351 0.137113 -0.0334449 
-0.0376068 0.0619101 -0.000779086 
0.0378963 0.121007 0.0318533 
-0.0196427 0.159622 0.0107253 
-0.0334404 0.135707 -0.0505484 
-0.038859 0.127883 -0.0286078 
0.0376374 0.129429 0.0400135 
-0.0310629 0.0591626 0.0242622 
0.0338925 0.143399 -0.0310845 
-0.0380577 0.0975057 0.00653026 
0.0291724 0.07673339999999999 0.0376526 
0.0373605 0.138431 -0.0187889 
-0.0359643 0.07419630000000001 0.0244543 
-0.0203526 0.112119 0.0535866 
0.0356093 0.138422 0.0469647 
0.0381478 0.11372 0.0156731 
0.0219552 0.0801442 -0.0442003 
0.0122937 0.128601 0.0535866 
-0.0352768 0.141033 0.0227711 
0.0180453 0.0534493 -0.0236603 
-0.0133666 0.0534493 -0.0150475 
-0.0267782 0.134747 -0.0557664 
-0.037949 0.07388939999999999 -0.00628756 
-0.0310159 0.149054 0.0155799 
0.0120937 0.0534493 -0.00776075 
-0.0206273 0.158583 0.0232091 
0.0378 0.124516 0.0385959 
0.0375406 0.113702 0.0414127 
0.0263819 0.155252 -0.00902298 
0.022534 0.141246 -0.0558098 
-0.00809751 0.1393 0.0535866 
-0.0377985 0.0991592 0.0185891 
-0.0325678 0.147274 0.00389002 
0.037699 0.0881345 0.0153399 
-0.0183628 0.159522 0.0361308 
0.0101982 0.0598032 -0.0392464 
0.0316314 0.14407 0.0535866 
0.0243079 0.0754591 -0.0402006 
0.0253313 0.0534493 -0.0127294 
-0.0273861 0.153274 0.0171991 
-0.0365656 0.139751 -0.0238182 
-0.00592569 0.163318 0.0504532 
0.0148441 0.0828058 -0.048586 
0.00623058 0.0879877 -0.0526434 
-0.025262 0.0534493 -0.0114421 
-0.0130603 0.0549791 0.0356674 
-0.0376921 0.123881 0.0412186 
-0.0171229 0.160017 -0.0289097 
0.0282978 0.149588 -0.0406961 
0.0260292 0.114241 -0.0560497 
-0.00320122 0.165015 -0.0164097 
-0.0379377 0.125034 -0.0364743 
-0.0374563 0.06900779999999999 0.0106465 
0.0167644 0.0534493 -0.0268042 
0.0148595 0.08825429999999999 -0.0511308 
-0.018776 0.151333 0.0535866 
-0.0156961 0.06380280000000001 -0.0392944 
0.0217095 0.0534493 -0.00717967 
0.0379401 0.132044 0.0153705 
-0.0164668 0.161522 0.00394023 
0.0243641 0.155551 0.0306655 
-0.0286216 0.0534493 0.00478836 
-0.0309002 0.144031 -0.0480201 
-0.0107423 0.118175 0.0535866 
-0.0156525 0.0534493 -0.000484381 
-0.0331695 0.10682 -0.0473705 
-0.0213172 0.0644211 0.036676 
0.0347957 0.140684 0.0449295 
-0.0178109 0.116674 0.0535866 
-0.0382012 0.09521739999999999 -0.0199887 
0.0108903 0.07713009999999999 -0.0470281 
0.0383062 0.132366 -0.00199301 
0.0182618 0.151126 -0.0535722 
-0.0379896 0.125203 0.0296622 
-0.0371995 0.122178 -0.0410553 
0.00411071 0.156815 -0.0531484 
-0.0301449 0.0534493 0.009096180000000001 
-0.0305908 0.0821646 -0.0374487 
0.0230488 0.0991625 -0.0530802 
0.000294502 0.0534493 0.026902 
-0.0361058 0.08260919999999999 0.0298368 
-0.0386411 0.0989114 -0.0168963 
0.0165423 0.140921 0.0535866 
0.024445 0.12922 0.0535866 
-0.0110593 0.153353 -0.0544066 
-0.000854921 0.0534493 0.0342158 
0.0114075 0.108465 -0.0562932 
0.00555992 0.133908 -0.0562937 
-0.0304553 0.148528 0.0437922 
-0.00302175 0.116851 -0.0562945 
-0.0272195 0.127029 0.0535866 
-0.007847109999999999 0.0735297 -0.046 
0.0345131 0.0979387 -0.0397533 
-0.0312922 0.0613399 0.025325 
